customer_id,signup_date,plan,monthly_price,apps_used,monthly_logins,support_tickets,seats,company_size,industry,country,tenure_months,churned,churn_month,upsell_flag
ZHO-02571,2022-05-05,Free,0,1,4,0,2,11-50,Real Estate,Germany,37,1,3.0,0
ZHO-02572,2022-06-19,Standard,20,2,8,1,4,1-10,Technology,UAE,35,1,13.0,0
ZHO-02573,2022-05-04,Standard,20,1,10,1,2,11-50,Consulting,India,37,1,19.0,0
ZHO-02574,2024-11-24,Enterprise,50,3,3,4,11,51-200,Education,United States,6,0,,0
ZHO-02575,2023-10-08,Standard,20,1,8,1,3,51-200,Technology,United States,20,0,,0
ZHO-02576,2024-02-25,Professional,35,4,20,0,5,51-200,Real Estate,Australia,15,0,,1
ZHO-02577,2022-07-20,Standard,20,2,6,0,2,1-10,Real Estate,India,34,1,12.0,0
ZHO-02578,2023-01-04,Enterprise,50,4,15,5,22,11-50,Retail,Germany,29,0,,1
ZHO-02579,2024-03-07,Zoho One,105,10,13,1,87,201-500,Finance,India,15,0,,0
ZHO-02580,2022-03-18,Professional,35,4,24,1,3,1-10,Consulting,Canada,39,0,,1
ZHO-02581,2022-02-28,Standard,20,1,6,1,1,1-10,Manufacturing,United States,39,0,,0
ZHO-02582,2023-03-07,Standard,20,1,9,0,3,51-200,Manufacturing,United States,27,1,12.0,0
ZHO-02583,2023-09-30,Free,0,1,4,0,2,11-50,Healthcare,United States,20,1,7.0,0
ZHO-02584,2022-04-19,Standard,20,1,13,0,2,51-200,Manufacturing,India,37,1,9.0,0
ZHO-02585,2024-10-04,Professional,35,2,14,1,13,11-50,Technology,India,8,0,,0
ZHO-02586,2022-03-09,Professional,35,3,12,0,5,500+,Manufacturing,United States,39,0,,0
ZHO-02587,2024-12-28,Zoho One,105,11,42,6,74,201-500,Technology,United States,5,0,,0
ZHO-02588,2022-11-01,Standard,20,1,12,3,3,51-200,Manufacturing,United Kingdom,31,0,,0
ZHO-02589,2023-11-05,Professional,35,4,15,4,7,1-10,Healthcare,United States,19,1,9.0,0
ZHO-02590,2022-12-31,Professional,35,4,10,0,12,1-10,Finance,United States,29,0,,1
ZHO-02591,2024-03-31,Professional,35,3,6,2,14,201-500,Education,Germany,14,0,,0
ZHO-02592,2022-12-09,Standard,20,2,5,1,3,11-50,Finance,Australia,30,0,,0
ZHO-02593,2024-08-04,Professional,35,4,20,0,11,51-200,Technology,India,10,0,,1
ZHO-02594,2024-06-17,Professional,35,3,13,3,9,11-50,Consulting,Canada,11,0,,0
ZHO-02595,2024-02-01,Enterprise,50,3,16,1,31,1-10,Real Estate,Singapore,16,0,,1
ZHO-02596,2022-12-07,Zoho One,105,12,30,2,41,11-50,Education,UAE,30,0,,0
ZHO-02597,2024-07-30,Standard,20,1,8,0,1,1-10,Retail,Canada,10,1,4.0,0
ZHO-02598,2023-01-18,Free,0,1,3,0,2,51-200,Healthcare,United States,28,1,15.0,0
ZHO-02599,2024-09-30,Professional,35,4,14,3,11,51-200,Finance,India,8,1,4.0,0
ZHO-02600,2022-10-27,Professional,35,3,23,2,12,1-10,Education,United Kingdom,31,0,,1
ZHO-02601,2022-05-19,Standard,20,1,13,1,2,11-50,Healthcare,United Kingdom,36,1,21.0,0
ZHO-02602,2022-12-25,Enterprise,50,3,8,3,20,201-500,Finance,India,29,0,,0
ZHO-02603,2024-04-15,Zoho One,105,15,47,2,24,51-200,Technology,India,13,0,,0
ZHO-02604,2023-04-28,Zoho One,105,14,31,2,88,11-50,Technology,United States,25,0,,0
ZHO-02605,2024-06-27,Standard,20,1,7,1,3,11-50,Real Estate,United States,11,1,2.0,0
ZHO-02606,2024-05-15,Enterprise,50,6,25,3,15,201-500,Consulting,India,12,0,,1
ZHO-02607,2022-05-19,Enterprise,50,4,20,3,42,11-50,Consulting,United States,36,1,4.0,0
ZHO-02608,2024-09-22,Professional,35,3,16,2,11,201-500,Technology,Germany,8,0,,1
ZHO-02609,2023-03-11,Professional,35,3,19,1,4,51-200,Consulting,India,27,0,,0
ZHO-02610,2023-05-24,Enterprise,50,4,24,0,43,51-200,Retail,Singapore,24,0,,1
ZHO-02611,2022-09-30,Professional,35,2,11,0,7,500+,Manufacturing,United States,32,0,,0
ZHO-02612,2022-04-14,Standard,20,1,6,2,4,51-200,Technology,India,38,0,,0
ZHO-02613,2024-02-01,Professional,35,4,7,1,14,1-10,Consulting,India,16,1,9.0,0
ZHO-02614,2024-02-26,Professional,35,3,10,1,14,1-10,Technology,India,15,0,,0
ZHO-02615,2022-06-14,Standard,20,2,15,1,3,1-10,Manufacturing,India,36,0,,0
ZHO-02616,2024-09-25,Zoho One,105,16,31,2,56,1-10,Technology,Canada,8,0,,0
ZHO-02617,2023-06-04,Professional,35,4,9,1,5,1-10,Education,United Kingdom,24,0,,0
ZHO-02618,2023-06-01,Professional,35,3,17,3,7,11-50,Real Estate,Germany,24,0,,0
ZHO-02619,2023-10-19,Free,0,1,3,0,1,1-10,Healthcare,United States,19,1,7.0,0
ZHO-02620,2023-09-05,Professional,35,4,14,0,12,11-50,Retail,United States,21,0,,1
ZHO-02621,2022-06-13,Free,0,1,5,0,2,201-500,Finance,India,36,1,4.0,0
ZHO-02622,2022-03-05,Free,0,1,4,1,1,51-200,Manufacturing,United States,39,1,4.0,0
ZHO-02623,2022-09-24,Professional,35,4,13,2,8,201-500,Consulting,United States,32,0,,0
ZHO-02624,2022-09-03,Standard,20,1,7,2,4,1-10,Consulting,United States,33,1,19.0,0
ZHO-02625,2023-01-30,Professional,35,2,12,0,4,11-50,Real Estate,UAE,28,0,,0
ZHO-02626,2023-04-21,Free,0,1,4,0,1,11-50,Real Estate,United States,25,1,14.0,0
ZHO-02627,2024-09-03,Standard,20,1,7,0,4,11-50,Manufacturing,Canada,9,1,3.0,0
ZHO-02628,2024-11-09,Standard,20,2,3,0,1,11-50,Manufacturing,United States,6,0,,0
ZHO-02629,2023-07-12,Zoho One,105,17,42,1,14,1-10,Retail,India,23,0,,0
ZHO-02630,2024-10-14,Professional,35,4,7,1,4,1-10,Healthcare,United Kingdom,7,0,,0
ZHO-02631,2024-06-01,Professional,35,4,28,2,10,51-200,Real Estate,India,12,0,,1
ZHO-02632,2022-05-27,Standard,20,2,5,0,3,51-200,Technology,United States,36,0,,0
ZHO-02633,2023-10-28,Free,0,1,3,0,1,11-50,Manufacturing,United States,19,1,2.0,0
ZHO-02634,2023-09-12,Zoho One,105,17,47,1,70,1-10,Technology,India,20,0,,0
ZHO-02635,2024-03-30,Standard,20,2,8,0,1,11-50,Finance,United States,14,0,,0
ZHO-02636,2024-05-13,Standard,20,1,7,1,3,1-10,Manufacturing,India,12,1,2.0,0
ZHO-02637,2023-08-05,Professional,35,2,17,2,6,500+,Real Estate,India,22,0,,0
ZHO-02638,2024-10-19,Free,0,1,5,0,2,201-500,Retail,Canada,7,0,,0
ZHO-02639,2023-11-26,Enterprise,50,4,28,5,25,1-10,Retail,United States,18,0,,1
ZHO-02640,2023-02-11,Professional,35,3,23,1,12,1-10,Real Estate,India,28,1,11.0,0
ZHO-02641,2023-02-03,Standard,20,2,5,0,1,11-50,Real Estate,United States,28,1,11.0,0
ZHO-02642,2023-12-16,Free,0,1,3,0,1,1-10,Finance,Australia,17,1,4.0,0
ZHO-02643,2023-12-05,Standard,20,2,9,0,4,201-500,Retail,India,18,0,,0
ZHO-02644,2024-01-31,Enterprise,50,6,25,1,21,51-200,Retail,United States,16,0,,1
ZHO-02645,2023-05-14,Professional,35,2,22,4,6,1-10,Retail,United States,24,0,,0
ZHO-02646,2024-08-31,Standard,20,2,8,0,4,1-10,Manufacturing,Germany,9,0,,0
ZHO-02647,2022-03-23,Free,0,1,3,0,1,51-200,Finance,United States,38,1,13.0,0
ZHO-02648,2023-08-27,Professional,35,2,17,1,4,11-50,Manufacturing,India,21,1,9.0,0
ZHO-02649,2024-02-11,Professional,35,3,5,0,7,11-50,Finance,United States,15,0,,0
ZHO-02650,2024-06-21,Standard,20,1,7,1,2,1-10,Consulting,United States,11,1,2.0,0
ZHO-02651,2022-12-31,Standard,20,2,8,0,2,1-10,Healthcare,India,29,1,3.0,0
ZHO-02652,2022-06-12,Standard,20,1,5,2,4,51-200,Retail,Germany,36,0,,0
ZHO-02653,2024-12-07,Professional,35,4,21,2,4,11-50,Healthcare,India,5,0,,1
ZHO-02654,2023-05-26,Zoho One,105,12,26,5,63,1-10,Consulting,India,24,0,,0
ZHO-02655,2022-04-26,Standard,20,2,8,4,4,1-10,Education,India,37,0,,0
ZHO-02656,2024-07-29,Professional,35,4,17,0,3,11-50,Education,United Kingdom,10,0,,1
ZHO-02657,2022-12-03,Standard,20,2,13,1,2,51-200,Retail,United States,30,0,,0
ZHO-02658,2024-05-30,Standard,20,2,8,0,4,1-10,Technology,India,12,0,,0
ZHO-02659,2024-01-07,Standard,20,2,11,1,1,51-200,Real Estate,Canada,17,0,,0
ZHO-02660,2024-04-19,Enterprise,50,7,29,4,22,1-10,Education,India,13,0,,1
ZHO-02661,2022-05-27,Professional,35,2,15,1,14,11-50,Technology,India,36,0,,1
ZHO-02662,2023-03-19,Professional,35,3,9,2,12,51-200,Consulting,India,26,0,,0
ZHO-02663,2024-04-16,Standard,20,1,3,1,4,51-200,Healthcare,UAE,13,1,1.0,0
ZHO-02664,2024-11-02,Standard,20,2,9,2,3,1-10,Retail,Australia,7,1,2.0,0
ZHO-02665,2024-07-31,Free,0,1,2,0,2,1-10,Real Estate,United Kingdom,10,1,1.0,0
ZHO-02666,2022-10-14,Enterprise,50,4,29,0,28,1-10,Healthcare,India,32,0,,1
ZHO-02667,2023-12-21,Standard,20,2,11,2,3,51-200,Manufacturing,United States,17,1,9.0,0
ZHO-02668,2023-04-25,Professional,35,2,13,0,12,1-10,Healthcare,United States,25,0,,0
ZHO-02669,2022-01-22,Standard,20,1,4,1,4,1-10,Finance,United States,40,1,16.0,0
ZHO-02670,2023-11-14,Standard,20,2,10,1,2,1-10,Retail,India,18,1,6.0,0
ZHO-02671,2024-06-24,Professional,35,4,10,2,6,11-50,Finance,Canada,11,1,6.0,0
ZHO-02672,2022-11-16,Standard,20,2,6,1,1,51-200,Healthcare,India,30,0,,0
ZHO-02673,2022-05-06,Free,0,1,2,0,2,1-10,Technology,United States,37,1,15.0,0
ZHO-02674,2022-10-04,Standard,20,1,8,3,1,11-50,Retail,United States,32,1,18.0,0
ZHO-02675,2022-07-13,Professional,35,2,21,2,7,1-10,Retail,United Kingdom,35,0,,0
ZHO-02676,2023-11-27,Professional,35,4,15,1,13,11-50,Education,India,18,0,,1
ZHO-02677,2022-02-26,Standard,20,2,7,0,2,1-10,Technology,India,39,1,5.0,0
ZHO-02678,2022-01-19,Professional,35,3,6,0,6,1-10,Manufacturing,United States,40,0,,0
ZHO-02679,2022-09-21,Standard,20,1,10,0,2,11-50,Technology,Singapore,32,1,12.0,0
ZHO-02680,2024-03-04,Standard,20,2,6,1,1,51-200,Consulting,Singapore,15,0,,0
ZHO-02681,2022-04-23,Free,0,1,3,0,1,51-200,Healthcare,India,37,1,12.0,0
ZHO-02682,2023-06-26,Enterprise,50,6,20,3,15,11-50,Consulting,India,23,0,,1
ZHO-02683,2023-10-09,Standard,20,2,11,0,3,1-10,Healthcare,United States,20,0,,0
ZHO-02684,2023-08-02,Standard,20,2,8,0,3,1-10,Healthcare,United States,22,0,,0
ZHO-02685,2024-12-24,Standard,20,1,8,0,1,11-50,Education,Australia,5,1,1.0,0
ZHO-02686,2022-01-25,Free,0,1,4,0,2,201-500,Technology,United States,40,1,18.0,0
ZHO-02687,2022-01-01,Professional,35,2,26,1,12,500+,Finance,United States,41,0,,1
ZHO-02688,2024-06-29,Free,0,1,4,0,1,11-50,Technology,United States,11,1,2.0,0
ZHO-02689,2022-05-21,Free,0,1,3,0,2,11-50,Finance,India,36,1,19.0,0
ZHO-02690,2023-10-10,Professional,35,4,16,2,8,51-200,Retail,United Kingdom,20,0,,1
ZHO-02691,2022-07-07,Standard,20,1,6,1,1,11-50,Finance,United States,35,0,,0
ZHO-02692,2022-07-20,Enterprise,50,5,14,5,12,11-50,Real Estate,Canada,34,0,,1
ZHO-02693,2022-09-14,Professional,35,2,11,0,13,1-10,Retail,India,33,1,1.0,0
ZHO-02694,2023-07-01,Standard,20,1,6,2,4,1-10,Consulting,India,23,1,9.0,0
ZHO-02695,2022-07-13,Professional,35,2,18,2,13,1-10,Consulting,UAE,35,0,,1
ZHO-02696,2023-12-04,Free,0,1,2,0,2,11-50,Manufacturing,United States,18,1,3.0,0
ZHO-02697,2024-03-12,Professional,35,3,22,3,9,11-50,Manufacturing,UAE,14,1,2.0,0
ZHO-02698,2024-07-30,Standard,20,2,11,1,4,51-200,Real Estate,United Kingdom,10,1,1.0,0
ZHO-02699,2023-02-18,Standard,20,2,9,1,1,51-200,Healthcare,UAE,27,0,,0
ZHO-02700,2024-06-28,Professional,35,4,16,2,10,500+,Real Estate,India,11,0,,1
ZHO-02701,2022-07-07,Enterprise,50,5,18,2,33,1-10,Technology,India,35,0,,1
ZHO-02702,2022-02-14,Zoho One,105,8,42,2,20,11-50,Healthcare,Australia,40,0,,0
ZHO-02703,2022-03-24,Professional,35,2,21,1,8,11-50,Technology,Australia,38,0,,0
ZHO-02704,2022-12-24,Standard,20,2,6,0,3,51-200,Finance,United States,29,1,4.0,0
ZHO-02705,2024-12-25,Standard,20,2,4,1,2,1-10,Consulting,United States,5,0,,0
ZHO-02706,2024-07-24,Standard,20,2,11,2,4,1-10,Consulting,Germany,10,0,,0
ZHO-02707,2023-01-10,Professional,35,4,17,2,9,11-50,Technology,India,29,1,2.0,0
ZHO-02708,2022-06-11,Standard,20,2,5,0,4,500+,Consulting,United States,36,0,,0
ZHO-02709,2022-11-18,Zoho One,105,19,34,2,55,201-500,Finance,India,30,0,,0
ZHO-02710,2023-03-26,Standard,20,2,6,1,4,11-50,Technology,India,26,0,,0
ZHO-02711,2024-11-02,Standard,20,1,6,0,4,201-500,Real Estate,United States,7,0,,0
ZHO-02712,2022-07-03,Standard,20,2,7,2,3,1-10,Real Estate,Canada,35,1,17.0,0
ZHO-02713,2022-04-21,Enterprise,50,4,19,3,27,11-50,Real Estate,United Kingdom,37,0,,1
ZHO-02714,2023-05-23,Professional,35,2,11,2,3,51-200,Real Estate,Singapore,24,0,,0
ZHO-02715,2022-10-22,Professional,35,4,11,0,13,1-10,Retail,India,31,0,,1
ZHO-02716,2024-06-22,Standard,20,2,8,1,1,1-10,Finance,United States,11,1,4.0,0
ZHO-02717,2024-08-31,Enterprise,50,7,24,3,37,201-500,Real Estate,India,9,0,,1
ZHO-02718,2023-09-24,Free,0,1,3,0,1,11-50,Healthcare,India,20,1,5.0,0
ZHO-02719,2024-11-16,Enterprise,50,4,31,5,37,500+,Healthcare,India,6,1,1.0,0
ZHO-02720,2024-01-03,Professional,35,4,18,0,11,1-10,Healthcare,India,17,0,,1
ZHO-02721,2022-11-17,Standard,20,1,3,0,4,11-50,Healthcare,United States,30,1,15.0,0
ZHO-02722,2024-07-01,Professional,35,2,17,1,7,11-50,Retail,India,11,1,3.0,0
ZHO-02723,2023-03-13,Professional,35,4,19,0,8,201-500,Retail,United States,27,0,,1
ZHO-02724,2024-02-20,Free,0,1,2,1,1,1-10,Education,UAE,15,1,3.0,0
ZHO-02725,2024-12-12,Enterprise,50,7,11,2,18,11-50,Education,United Kingdom,5,0,,0
ZHO-02726,2023-12-27,Standard,20,1,8,0,1,1-10,Real Estate,Canada,17,0,,0
ZHO-02727,2022-01-31,Standard,20,1,8,0,2,51-200,Education,Australia,40,0,,0
ZHO-02728,2022-12-03,Free,0,1,2,0,1,1-10,Manufacturing,United States,30,1,9.0,0
ZHO-02729,2022-07-02,Standard,20,1,3,2,4,1-10,Real Estate,United Kingdom,35,0,,0
ZHO-02730,2024-11-12,Professional,35,4,15,2,4,11-50,Education,Australia,6,0,,1
ZHO-02731,2023-06-28,Standard,20,1,7,2,4,11-50,Technology,India,23,0,,0
ZHO-02732,2024-10-30,Professional,35,2,12,0,11,1-10,Manufacturing,Canada,7,1,4.0,0
ZHO-02733,2023-10-22,Standard,20,1,8,0,3,1-10,Finance,United States,19,0,,0
ZHO-02734,2022-06-09,Zoho One,105,18,28,4,91,201-500,Healthcare,India,36,0,,0
ZHO-02735,2024-11-03,Professional,35,3,13,0,9,1-10,Technology,United States,7,0,,0
ZHO-02736,2023-02-16,Enterprise,50,4,26,3,19,1-10,Manufacturing,United Kingdom,27,0,,1
ZHO-02737,2024-10-08,Free,0,1,3,0,2,1-10,Real Estate,United States,7,1,4.0,0
ZHO-02738,2022-02-22,Standard,20,2,3,0,1,500+,Retail,India,39,1,22.0,0
ZHO-02739,2023-02-12,Standard,20,1,6,2,4,1-10,Healthcare,United States,28,1,8.0,0
ZHO-02740,2024-04-26,Professional,35,3,9,0,12,51-200,Finance,United States,13,0,,0
ZHO-02741,2024-11-11,Enterprise,50,5,24,2,24,201-500,Finance,Singapore,6,0,,1
ZHO-02742,2024-11-19,Free,0,1,3,0,1,11-50,Real Estate,Canada,6,1,3.0,0
ZHO-02743,2023-12-04,Free,0,1,1,0,1,1-10,Real Estate,Australia,18,1,1.0,0
ZHO-02744,2022-09-17,Enterprise,50,7,29,3,34,51-200,Retail,India,32,0,,1
ZHO-02745,2024-12-18,Standard,20,1,4,1,3,51-200,Healthcare,India,5,1,2.0,0
ZHO-02746,2024-02-15,Professional,35,4,24,1,3,51-200,Education,United States,15,1,8.0,0
ZHO-02747,2024-11-01,Professional,35,4,15,0,13,51-200,Healthcare,United States,7,0,,1
ZHO-02748,2024-04-29,Enterprise,50,7,13,1,33,1-10,Healthcare,India,13,0,,1
ZHO-02749,2022-12-20,Free,0,1,2,0,2,51-200,Finance,United States,29,0,,0
ZHO-02750,2024-05-22,Free,0,1,3,1,2,1-10,Consulting,United States,12,1,5.0,0
ZHO-02751,2024-09-17,Professional,35,2,12,1,12,11-50,Retail,United States,8,0,,0
ZHO-02752,2024-10-14,Zoho One,105,13,40,3,25,11-50,Healthcare,India,7,0,,0
ZHO-02753,2022-10-21,Standard,20,1,13,0,4,1-10,Technology,India,31,0,,0
ZHO-02754,2022-07-28,Standard,20,1,6,0,2,1-10,Technology,Australia,34,0,,0
ZHO-02755,2024-03-28,Professional,35,2,15,3,13,1-10,Real Estate,United States,14,1,6.0,0
ZHO-02756,2023-01-25,Zoho One,105,18,63,3,89,11-50,Retail,Australia,28,0,,0
ZHO-02757,2022-11-21,Enterprise,50,3,23,2,24,201-500,Education,United Kingdom,30,0,,1
ZHO-02758,2024-07-28,Zoho One,105,18,21,2,61,11-50,Manufacturing,Canada,10,0,,0
ZHO-02759,2024-06-07,Free,0,1,4,0,2,51-200,Healthcare,India,11,1,3.0,0
ZHO-02760,2023-10-30,Free,0,1,2,0,2,1-10,Manufacturing,India,19,1,2.0,0
ZHO-02761,2023-09-25,Professional,35,4,23,5,8,1-10,Healthcare,United States,20,0,,1
ZHO-02762,2023-07-31,Enterprise,50,3,14,2,29,1-10,Finance,UAE,22,0,,0
ZHO-02763,2022-05-17,Standard,20,1,18,0,4,11-50,Healthcare,United Kingdom,37,0,,0
ZHO-02764,2023-03-04,Standard,20,1,13,1,3,11-50,Manufacturing,United States,27,0,,0
ZHO-02765,2023-09-04,Enterprise,50,7,17,1,37,201-500,Education,India,21,0,,1
ZHO-02766,2024-06-29,Free,0,1,3,0,1,11-50,Healthcare,United States,11,1,3.0,0
ZHO-02767,2024-03-29,Standard,20,1,10,2,2,11-50,Healthcare,United States,14,0,,0
ZHO-02768,2022-05-21,Professional,35,2,19,1,5,1-10,Real Estate,Australia,36,0,,0
ZHO-02769,2022-06-26,Professional,35,4,18,0,9,1-10,Finance,United States,35,0,,1
ZHO-02770,2022-07-17,Enterprise,50,3,31,4,10,1-10,Consulting,India,35,0,,1
ZHO-02771,2023-09-16,Standard,20,2,8,1,2,51-200,Consulting,India,20,0,,0
ZHO-02772,2023-11-22,Professional,35,2,12,3,5,11-50,Technology,India,18,0,,0
ZHO-02773,2023-02-05,Professional,35,3,13,1,12,1-10,Technology,United States,28,1,2.0,0
ZHO-02774,2023-04-16,Professional,35,4,20,0,14,11-50,Real Estate,India,25,0,,1
ZHO-02775,2022-08-06,Professional,35,2,17,0,9,11-50,Education,United States,34,0,,0
ZHO-02776,2024-07-17,Standard,20,1,9,0,4,1-10,Retail,United Kingdom,10,0,,0
ZHO-02777,2023-09-24,Free,0,1,4,0,2,11-50,Retail,India,20,1,8.0,0
ZHO-02778,2024-08-08,Free,0,1,1,0,2,51-200,Finance,United States,9,1,2.0,0
ZHO-02779,2024-06-24,Standard,20,2,9,2,4,1-10,Manufacturing,Canada,11,0,,0
ZHO-02780,2022-06-24,Professional,35,4,17,0,3,51-200,Manufacturing,United States,35,0,,1
ZHO-02781,2022-01-23,Enterprise,50,6,36,4,46,1-10,Healthcare,United States,40,0,,1
ZHO-02782,2022-08-23,Enterprise,50,6,10,5,10,51-200,Consulting,United States,33,0,,1
ZHO-02783,2024-11-02,Enterprise,50,5,34,1,24,201-500,Consulting,United States,7,0,,1
ZHO-02784,2024-07-17,Standard,20,1,8,0,1,11-50,Finance,India,10,1,2.0,0
ZHO-02785,2023-06-07,Standard,20,2,10,1,1,1-10,Manufacturing,India,24,1,3.0,0
ZHO-02786,2023-03-07,Standard,20,1,13,2,3,11-50,Technology,India,27,0,,0
ZHO-02787,2024-03-03,Standard,20,2,10,1,1,1-10,Real Estate,Australia,15,1,1.0,0
ZHO-02788,2023-06-17,Free,0,1,3,0,2,1-10,Education,India,23,1,6.0,0
ZHO-02789,2024-09-05,Professional,35,3,16,1,14,51-200,Consulting,UAE,8,1,3.0,0
ZHO-02790,2024-03-20,Zoho One,105,14,35,4,52,1-10,Consulting,Canada,14,0,,0
ZHO-02791,2024-07-01,Standard,20,1,8,0,4,1-10,Retail,United Kingdom,11,1,4.0,0
ZHO-02792,2024-05-20,Free,0,1,2,0,2,51-200,Real Estate,United Kingdom,12,0,,0
ZHO-02793,2023-06-24,Enterprise,50,7,23,3,34,51-200,Healthcare,India,23,0,,1
ZHO-02794,2024-10-20,Standard,20,2,1,0,3,1-10,Real Estate,United States,7,0,,0
ZHO-02795,2022-08-15,Enterprise,50,6,26,3,15,51-200,Retail,UAE,34,0,,1
ZHO-02796,2024-05-22,Enterprise,50,5,21,0,32,201-500,Technology,India,12,0,,1
ZHO-02797,2024-06-10,Zoho One,105,14,37,5,19,1-10,Healthcare,India,11,0,,0
ZHO-02798,2024-11-02,Standard,20,1,9,0,3,11-50,Technology,India,7,1,2.0,0
ZHO-02799,2022-07-29,Professional,35,4,7,3,7,51-200,Retail,United States,34,0,,0
ZHO-02800,2024-01-11,Professional,35,4,26,1,9,51-200,Retail,India,16,0,,1
ZHO-02801,2023-02-01,Professional,35,4,15,2,11,1-10,Technology,United States,28,0,,1
ZHO-02802,2022-01-31,Standard,20,2,8,1,4,1-10,Healthcare,United Kingdom,40,1,13.0,0
ZHO-02803,2024-06-16,Standard,20,2,5,0,2,51-200,Technology,India,11,0,,0
ZHO-02804,2023-10-11,Professional,35,3,15,1,14,500+,Healthcare,Australia,19,1,5.0,0
ZHO-02805,2022-11-25,Professional,35,3,23,1,13,51-200,Finance,India,30,1,5.0,0
ZHO-02806,2024-08-09,Enterprise,50,5,30,1,13,500+,Finance,India,9,0,,1
ZHO-02807,2023-09-13,Enterprise,50,6,29,2,22,11-50,Healthcare,India,20,0,,1
ZHO-02808,2022-06-11,Professional,35,3,18,1,4,201-500,Technology,Australia,36,1,4.0,0
ZHO-02809,2024-02-15,Free,0,1,3,0,2,51-200,Real Estate,Canada,15,0,,0
ZHO-02810,2022-10-01,Enterprise,50,7,11,0,48,201-500,Real Estate,India,32,0,,1
ZHO-02811,2024-10-23,Professional,35,3,14,0,8,1-10,Healthcare,India,7,0,,0
ZHO-02812,2024-11-17,Enterprise,50,4,20,3,32,51-200,Consulting,Canada,6,0,,1
ZHO-02813,2022-11-22,Zoho One,105,14,56,1,64,1-10,Retail,United States,30,0,,0
ZHO-02814,2024-07-28,Free,0,1,3,0,2,1-10,Consulting,India,10,1,3.0,0
ZHO-02815,2023-06-24,Enterprise,50,6,35,4,44,11-50,Real Estate,United States,23,0,,1
ZHO-02816,2023-05-03,Free,0,1,4,0,2,11-50,Technology,Germany,25,1,6.0,0
ZHO-02817,2024-04-01,Standard,20,2,7,0,2,1-10,Manufacturing,India,14,0,,0
ZHO-02818,2024-12-24,Professional,35,3,5,1,9,500+,Healthcare,India,5,0,,0
ZHO-02819,2022-12-22,Free,0,1,5,0,1,51-200,Retail,India,29,1,4.0,0
ZHO-02820,2022-08-23,Enterprise,50,6,33,3,22,201-500,Education,United Kingdom,33,0,,1
ZHO-02821,2022-08-15,Free,0,1,1,0,1,500+,Retail,India,34,1,10.0,0
ZHO-02822,2022-02-18,Standard,20,2,13,1,3,11-50,Manufacturing,Canada,39,0,,0
ZHO-02823,2022-04-28,Professional,35,4,18,0,4,1-10,Healthcare,Australia,37,0,,1
ZHO-02824,2022-02-23,Enterprise,50,7,24,4,38,1-10,Technology,United States,39,0,,1
ZHO-02825,2023-07-19,Zoho One,105,12,63,3,43,11-50,Technology,India,22,0,,0
ZHO-02826,2024-12-03,Enterprise,50,4,32,3,29,11-50,Finance,Singapore,6,0,,1
ZHO-02827,2022-02-22,Professional,35,2,18,2,4,11-50,Manufacturing,United States,39,1,1.0,0
ZHO-02828,2023-07-12,Standard,20,1,10,0,1,11-50,Healthcare,United States,23,0,,0
ZHO-02829,2024-05-17,Free,0,1,4,1,2,1-10,Retail,Singapore,12,1,1.0,0
ZHO-02830,2023-02-02,Free,0,1,3,0,2,11-50,Retail,Canada,28,1,13.0,0
ZHO-02831,2023-11-06,Professional,35,3,15,2,8,1-10,Manufacturing,United States,19,1,2.0,0
ZHO-02832,2023-01-22,Professional,35,4,10,0,6,201-500,Healthcare,United States,28,1,1.0,0
ZHO-02833,2022-04-21,Standard,20,1,7,1,1,1-10,Retail,India,37,1,20.0,0
ZHO-02834,2023-09-06,Enterprise,50,3,18,2,45,11-50,Real Estate,UAE,21,1,7.0,0
ZHO-02835,2022-01-17,Professional,35,2,11,3,10,1-10,Education,Canada,41,0,,0
ZHO-02836,2024-06-02,Free,0,1,3,0,1,51-200,Manufacturing,India,12,1,1.0,0
ZHO-02837,2023-06-25,Standard,20,1,7,0,2,11-50,Finance,Australia,23,0,,0
ZHO-02838,2022-06-20,Enterprise,50,3,25,0,38,1-10,Technology,Australia,35,0,,1
ZHO-02839,2023-02-13,Enterprise,50,3,8,1,18,11-50,Consulting,India,27,0,,0
ZHO-02840,2024-01-10,Enterprise,50,4,21,2,17,201-500,Retail,United States,16,0,,1
ZHO-02841,2024-05-07,Free,0,1,3,1,2,201-500,Education,India,13,1,4.0,0
ZHO-02842,2022-08-18,Zoho One,105,11,36,4,80,1-10,Healthcare,Australia,33,0,,0
ZHO-02843,2022-04-29,Standard,20,2,8,0,2,51-200,Retail,India,37,0,,0
ZHO-02844,2024-02-23,Free,0,1,1,0,2,1-10,Manufacturing,United Kingdom,15,1,4.0,0
ZHO-02845,2023-04-10,Zoho One,105,11,45,3,60,1-10,Healthcare,India,26,0,,0
ZHO-02846,2022-04-14,Standard,20,2,11,1,2,11-50,Consulting,India,38,1,17.0,0
ZHO-02847,2023-11-29,Professional,35,3,18,2,7,1-10,Education,India,18,0,,0
ZHO-02848,2022-06-24,Standard,20,1,11,1,1,51-200,Education,United Kingdom,35,0,,0
ZHO-02849,2024-01-15,Professional,35,3,16,4,13,201-500,Real Estate,India,16,1,6.0,0
ZHO-02850,2023-10-27,Zoho One,105,11,47,4,14,1-10,Technology,United States,19,0,,0
